title,description,genres
Seth and Tia,"Two patients, Seth and Tia develop a friendship during their stay in a mental institution. They decide to make a plan to break out, but they can't do it alone,so they ally with an enemy ... See full summary »","['Action', 'Comedy', 'Crime']"
Playing Dangerous,A young scientific whiz (Mikey LeBeau) virtually single-handedly defeats corporate mercernaries who take his family hostage to get a blueprint for a top secret super-fast computer chip.,"['Action', 'Comedy', 'Crime']"
House Squatch,"Shadyville is plagued by sightings of a hairy creature known as the ""House Squatch"". Locals are panicked and the area's powerful real estate firm is pressuring the local sheriff to stop the... See full summary »","['Action', 'Comedy', 'Fantasy']"
Gangster,"Akbar, a powerful man of Mangalore underworld, shares his business lead with Mani Menon and Uncle Sam. They share a good relationship until Anto, grandson of Uncle Sam, creates havoc.","['Action', 'Crime', 'Thriller']"
Nobody Wanted to Die,"1947 year. Armed gangs are still hiding in Lithuanian forests. One after another, four village council chairmen were killed. Now old Lokis is dead. At the funeral, his four sons swear to ... See full summary »","['Action', 'Drama', 'History']"
The Hunted,Bob is coming to terms with his unsuccessful attempts at becoming an actor when he is bitten by a vampire named Susan - the daughter of a crazed vigilante slayer.,"['Action', 'Comedy', 'Horror']"
Cemetery Gates,"A genetically mutated Tasmanian Devil is ""liberated"" by two eco-activists and set loose in a woodland cemetery.","['Horror', 'Action', 'Sci-Fi']"
Fist of Fury III,"Chan Shan returns home to find his brother is causing trouble in the town, his mother has become blind from the stress of crying and the local Japanese crime boss is terrorizing the family.","['Action', 'Drama']"
Mad Mission Part 2: Aces Go Places,"Black Gloves (Joe Dimmick), a European Assassin, is seeking to avenge his brother White Gloves' death against reformed criminal King Kong (Samuel Hui) and Detective Albert ""Baldy"" Au (Karl ... See full summary »","['Action', 'Adventure', 'Comedy']"
Dead of Night,An abused woman conjures up a spirit to take revenge on the men who have misused her.,"['Action', 'Comedy', 'Horror']"
Born Killer,Two deranged and homicidal escaped convicts terrorize a group of survivalists engaged in a paint-ball war.,"['Action', 'Thriller']"
Outside the Wire,An American soldier and an Iraqi insurgent must put their differences aside in order to survive.,"['Action', 'Drama']"
The Big Noise,During World War II Stan and Ollie find themselves as improbable bodyguards to an eccentric inventor and his strategically important new bomb.,"['Action', 'Adventure', 'Comedy']"
Operation Golden Phoenix,"A kickboxer is hired to protect half of a valuable medallion, but an evil warlord and another kickboxer are determined to have it, no matter what it takes.",Action
The Pay Off,"The city's District Attorney is murdered, and a newspaper reporter investigates. He starts finding out that everything wasn't quite as cut and dried as it appeared to be.","['Action', 'Crime', 'Film-Noir']"
Tiger,A man who smuggled drugs in Punjab as a child grows up determined to take action against those responsible for the drug trade.,Action
Blue Montana Skies,Autry follows a clue written on a rock by a dead man to get to a smuggling operation near the Canadian border.,"['Action', 'Music', 'Romance']"
Cheetah on Fire,"In Hong Kong, a weapon dealer has a special computer chip, which is needed to build a secret missile. He is trying to sell it to a foreign goverment. The local secret police, the CIA and an... See full summary »",Action
Tokyo Dragon Chef,"Retired Yakuzas, Ryu and Tatsu, open a ramen restaurant and become an instant hit. But a mysterious upstart gang is taking down every Yakuza family one by one, luring the duo back to the ... See full summary »","['Action', 'Comedy', 'Crime']"
Vanjagar Ulagam,"A woman is murdered and her neighbor is picked up as a suspect. Meanwhile, a journalist believes he can use this murder to lure an elusive gangster, with help from the guy's former accomplice.","['Action', 'Crime', 'Drama']"
"Farewell, My Love","Brigit as a young girl saw her family killed by the Karpovs, a Russian crime family, she would have been dead too, if her neighbor had not come to her house and saved her. Years later, she ... See full summary »","['Action', 'Crime', 'Thriller']"
Azaad Desh Ke Gulam,"Bharti, a law student from a rich family, lives a comfortable life. However, her life changes when she learns from a classmate that her father makes his fortune from illegal and immoral activities.","['Action', 'Drama']"
Assassin's Mad Love,"There are three Beautiful girls meet at a police station, each looking for their missing boyfriend. These sexy ladies have super powers. Will they become friends or even lovers ? Or rivals in their quest?","['Action', 'Comedy', 'Sci-Fi']"
Samurai Banners,A shrewd 16th Century samurai helps a daimyo expand his realm.,"['Action', 'Adventure', 'Drama']"
The Black Dragon's Revenge,"Three rival gangs embark on a search for Bruce Lee's handwritten ""finger fighting "" manual.","['Action', 'Drama']"
Charge of the Lancers,"The downward spiral of the quality of films Paulette Goddard appeared in in the 1950's would cause a gravitational blackout to anyone viewing them in a single day, but with some of the ... See full summary »","['Action', 'Adventure', 'Drama']"
Infiltrators,A domestic terrorist organization (NGC) hatches a program to develop highly trained terrorists by training orphaned kids from birth to be fighters. These seven kids are lied to and told ... See full summary »,Action
Jungle Virgin Force,A group of curious students and nefarious criminals most fight against cannibals and black magic as they search for a hidden treasure.,Action
The Final Alliance,A drifter and his pet Puma stands up against a motorcycle gang in a small American town.,"['Action', 'Drama']"
Tigershark,A martial arts instructor sets out to rescue his girlfriend who is being held for ransom by a South American warlord.,Action
Assault of the Sasquatch,"When a merciless bear poacher is caught and arrested deep in the woods of a state park, he and his truck are taken to a neglected precinct in the heart of a dying city. Unbeknownst to the ... See full summary »","['Action', 'Horror']"
Dongri Ka Raja,Two lovers fall into a passionate love affair in the underworld.,"['Action', 'Drama', 'Musical']"
Mercy Streets,"Estranged twin brothers - one a con man, the other an Episcopal deacon - accidentally switch places... and find God in the process.","['Action', 'Drama', 'Crime']"
All Terrain,A secret organization creates enhanced soldiers to combat one of the program's earlier participants that has gone rogue.,Action
The Great Treasure Hunt,"A blind man wants to get his mitts on a crooks' gold. He can't do it alone, so he hires the quartet of soldiers-of-fortune to help him.","['Action', 'Comedy', 'Thriller']"
Viper,"After Laura's husband James is murdered, she decides to find out who did it and why. She finds herself in a fight against an anti-terrorist organization in her desire for revenge.","['Action', 'Drama']"
The Flag of Iron,"When director Chang Chen found new talent and blood with ""The Five Venoms"" actors, most of which were trained in the highly acrobatic Chinese opera and well versed with exotic martial arts ... See full summary »","['Action', 'Drama']"
Legend of the Northwest,"When his master--an old mountain man who runs a trading post--is murdered by bandits, Bearheart the dog tries to follow the killers, but when he comes upon a nearby town he is mistakenly ... See full summary »","['Action', 'Adventure', 'Family']"
Desert Command,"Edited version of the 1933 Mascot serial ""The Three Musketeers,"" first released in 1946.","['Action', 'Adventure', 'Mystery']"
Witch from Nepal,A Hong Kong man vacations to Nepal where a local tribe imbues him with magical powers which he must use to fight a growing evil.,"['Action', 'Horror']"
Shark Hunter,This undersea thriller follows a man and his team of divers searching for a giant shark that has destroyed an entire research station.,"['Action', 'Adventure', 'Horror']"
The Real Bruce Lee,"He's back. An early Bruce Lee film found in the Chinese archives, which introduces the ""new sensation"" Ryong Keo and Bruce Li - the complete fury of martial arts as never before.","['Documentary', 'Action', 'Biography']"
Savage!,"Action packed story of how Jim Haygood (James Glehart) young, black and brilliant becomes the legendary leader of a rebel army. In a daring ambush on the beach Moncada, elusive leader of ... See full summary »","['Action', 'Drama']"
The Rack Pack,"A group of military brats play out their adventures in the woods. They find a map to a buried treasure that thieves are after. But when one of their fathers is kidnapped, they must embark on a rescue mission as ""The Rack Pack"".","['Action', 'Adventure', 'Family']"
Zoe,Three runaway girls hijack a car.,"['Action', 'Drama']"
Aayudham,"Siva, a medical college student, falls in love with his classmate Mahalakshmi. Trouble begins when he fights against a gangster who also falls in love with Mahalakshmi.",Action
Pursuit,"""Mitch"" Mitchell is an aviator who has been hired to take a child in a guardianship suit out of California into Mexico. He is accompanied by Maxine Bush, the secretary of the head of a ... See full summary »","['Action', 'Comedy', 'Romance']"
Bad Boy Symphony,"Young criminal Lei, after failing his repeated attempts to escape from prison, joins a classical music ensemble, taught by a teacher who is helping the criminals there turn over a new leaf ... See full summary »","['Action', 'Drama']"
Dibdiban ang laban,"After earning her college degree, Marianne Alipio (Anjanette Abayari) returns to her small, far-flung hometown to become a teacher for the poor. However she is captured by the rebels as a ... See full summary »","['Action', 'Drama']"
Al rahina,"Mostafa, is a young man travelled to Ukraine seeking work opportunity with Egyptian community there. Accidentally he became engaged in a kidnapping of an Egyptian scientist.","['Action', 'Mystery', 'Thriller']"
Dirty Cops L.A.,"2 of LA's finest are on a race to find the source of some bad drugs that have infested the city. The 2 detectives manage to do a little bit of cop work along the way, however they don't hesitate to indulge themselves in the perks that come along with the badge.","['Action', 'Comedy']"
Gabbar Singh,Two notorious dacoits Gabbar Singh and Ram Katori are always at loggerheads. Bijli one of Ram Katori's trusted and oldest gang member is in love with Rajesh. She wishes to leave the gang ... See full summary »,Action
Texas Godfather,"A New York City district attorney secretly runs a cocaine-smuggling ring in Texas. When the mob tries to move in on his operation, he goes down there to try to stop them.","['Action', 'Crime', 'Drama']"
Sur le seuil,"In Montreal, on the same day that a policeman shot twenty-one children, killing eleven, without any reason, the successful writer Thomas Roy amputates his fingers and tries to commit ... See full summary »","['Drama', 'Horror', 'Thriller']"
Wrong Place Wrong Time,Story of an unimaginable nightmare and how a ticket to a new life turns out to be a one way ticket to hell.,"['Action', 'Comedy', 'Crime']"
Escape Under Pressure,A car ferry carrying a valuable artifact is sunk by a group of international thieves.,"['Action', 'Drama', 'Thriller']"
Our Men in Bagdad,The USA pass an exceptional top secret contract with a country in the Middle East: they are selling arms in exchange for exclusive rights on the country's rich oil resources. The USSR sent ... See full summary »,"['Action', 'Romance', 'Thriller']"
Sumbandh,"A student at National College, Kiran Mathur lives a wealthy lifestyle in Bombay along with her dad, Advocate Hardayal, and mom, Maya. She has a conflict with Professor Prakash Khanna, which... See full summary »","['Action', 'Drama', 'Romance']"
A.I. Tales,"Interlocking, futuristic, science fiction tales about space, technology, and family that take place in different dimensions and time zones.","['Action', 'Drama', 'Sci-Fi']"
Primary Suspect,"On a personal mission to destroy his wife's killer, a Denver cop (William Baldwin) joins a rogue operation that goes bad and finds himself under suspicion of murder, yet still manages to restart his life.","['Action', 'Mystery', 'Thriller']"
El clan,"Spain, 1944, a country in turmoil, times are hard. Almost bankrupted by his late father's gambling debts, Ricardo, is forced to scrape a living as a shoe-shine boy, in order to care for his... See full summary »","['Action', 'Crime', 'Thriller']"
Chacha Bhatija,"Teja's family consists of himself, his wife, Sita, his brother, Shanker, and a son, Sunder. They all live happily. Things take a turn for the worse, when Sita passes away. Teja decides to ... See full summary »","['Action', 'Comedy', 'Drama']"
Do Bhai,"The Bombay-based Verma family consists of two brothers, Ajay, and Vijay. Their family have been law-makers for generations, their grandfather was the District Magistrate, and their father ... See full summary »","['Action', 'Crime', 'Drama']"
Blade of the Phantom Master,"A nameless hero in command of a secret human weapon arises from the ashes of the fallen Jushin empire to defend the people from zombies, cannibals and beasts.","['Animation', 'Action', 'Fantasy']"
AMADO,"Directed by Edu Felistoque and Erik de Castro, the film ""Amado"" was inspired by a real events. Blind to color, creed or sex, the police officer doesn't care if the individual is a thief or a policeman.","['Action', 'Drama']"
Cai li fa xiao zi,"International favorite Alexander Fu Sheng cemented his stardom in this, the fourth film in his esteemed director's ""Shaolin"" series. Fu gives both a great dramatic and kung-fu performance ... See full summary »","['Action', 'Drama']"
Paris Underground,"Among the terrified refugees jamming the roads out of Paris in 1940 are Kitty de Mornay, a rich American divorced from her French husband, and her companion Emmyline (Emmy) Quayle. A German... See full summary »","['Action', 'Drama', 'Music']"
Loafer,The story is based on a boy called Bikram who was locally knows as Lofar. Once he helped one of his friend Vashkar to get marry to his lover for which he was intitially arrsted. But his ... See full summary »,Action
Final Score,"A Vietnam War veteran who now living in Indonesia discovers that gunmen invaded his home, murdered his son and his wife. Vowing revenge, he begins to track down the culprits, learning that they're in the employ of his business rival.","['Action', 'Adventure', 'Crime']"
Jendral Soedirman,"The Dutch declares unilaterally that they are not longer bound by the Renville Treaty, and to stop the ceasefire. On December 19, 1948, Army Commander General Spoor Noord Simons leads ... See full summary »","['Action', 'Biography', 'History']"
Jackers,A high-speed accident on the freeways of Los Angeles reveals a turf war between two competing car-theft rings of sexy all-girl crews. Streetwise young cop Brandy Martinezis assigned by ... See full summary »,"['Action', 'Drama']"
Sidewalks of New York,A dim-witted slumlord tries to reform a gang of urban boys (and impress an attractive young woman) by transforming their rough neighborhood into a more decent place.,"['Action', 'Comedy', 'Crime']"
The Lady Hermit,"Martial arts star Cheng Pei pei and versatile director Ho Meng hua were a great team, who elevated this tale of a virtuous swordswoman's revenge on the Black Demon who injured her to one of the best of both their careers.","['Action', 'Drama']"
Agastya,"A man has preternatural cool, like his historical/mythological namesake.","['Action', 'Drama']"
The Electric Chair,Gangsters go to war in Prohibition Chicago.,"['Action', 'Crime', 'Drama']"
Worth Fighting For,"After falling in love, Alex tries to leave the world of underground boxing for the local mob, but that life is not ready to let him go.","['Action', 'Drama']"
Desert of Fire,"A desert bandit leader robs a jeep and hauls off a lot of American money. He doesn't get much of a chance to enjoy it, however, because he and his men are soon attacked by a ""phantom"", who ... See full summary »","['Action', 'Adventure', 'Crime']"
Mr. X,"After gaining the power of invisibility; a man becomes a vigilante, in order to take revenge on those who have wronged him.","['Action', 'Crime', 'Drama']"
Khaidi No. 150,A convict who plans to escape the country unexpectedly switches his place with a good Samaritan who fights for the rights of poor farmers.,"['Action', 'Drama', 'Romance']"
An End to Killing,"In the 1200s, a man arose whose ruthlessness was so feared, he emerged as the greatest empire builder ever known to mankind. Inspired by true historical events.","['Action', 'Drama', 'History']"
Mannan,"Mannan is a 1992 Indian Tamil-language film directed by P. Vasu. The film stars Rajinikanth, Vijayashanti, Kushboo, Manorama, Pandari Bai, Goundamani, and Visu. It is a remake of the 1986 Kannada film Anuraga Aralithu.","['Action', 'Comedy', 'Drama']"
Kingdom of Gladiators,"A king makes a pact with an ancient demon and after years of ruling his kingdom in peace, the demon has come to collect. Now a group of rival gladiators must fight for the survival of the kingdom.","['Action', 'Adventure', 'Fantasy']"
Cheetah,"An honest and diligent inspector is murdered with his family. However, he survives the attack and is in coma for a while. When he exits coma, he takes revenge by murdering the villains one ... See full summary »","['Action', 'Drama']"
Toad Warrior,"The Earth is being swept by a toad plague. Enter, the lone Samurai, Max Hell (Scott Shaw), the Earth's last hope to save the planet from the mad clutches of Mickey O'Malley (Joe Estevez).","['Action', 'Sci-Fi']"
Clay Pigeon,An ex-soldier is recruited by the FBI to go undercover in L.A. and find other ex-soldiers who are part of a drug-dealing gang.,"['Action', 'Drama']"
Singhasan,"Maharaja Sharminder Bhupathi of Avanti and his wife, the Rajmata, would like to see peace in the region, and would like their daughter, Alaknanda, to marry the prince of Gandharva, Aditya ... See full summary »","['Action', 'Adventure', 'Romance']"
The Rain Makers,"A man returns to his small home town from the Vietnam War and discovers corruption, graft, a crooked Sheriff and other dirty deeds.","['Action', 'Drama']"
Storm Over Lisbon,"Deresco owner of a night club in neutral Portugal, works a free-lance spy for everybody who can afford his price. He tries to get information from US agent John Craig with help from ... See full summary »","['Action', 'Mystery', 'Romance']"
SEAL Patrol,"After losing contact with a clandestine energy research facility, a powerful venture capitalist contracts a private team of elite military operatives to retrieve a physicist who holds the key to an unprecedented alternate energy source.","['Action', 'Sci-Fi', 'Thriller']"
Fitting Master,Will Meghna continue to love Sampath after he kills her brother?,"['Action', 'Comedy', 'Crime']"
Promedio Rojo 1,"Nerdy comic book aficionado Roberto Rodriguez battles low self-esteem, loser friends and vicious high school bullies as he vies for the heart of Cristina, the hot new girl from Madrid.","['Action', 'Adventure', 'Comedy']"
The Criminal,"A musician is plunged into a world of femmes fatales, espionage, deceit, state-ordered executions and trial by media.","['Action', 'Drama']"
Virgins from Hell,"Two sisters plot for revenge against the drug-lord who murdered their family and took their home, now being used as a base for their experiments on aphrodisiacs. The older sister becomes a prostitute in order to get close to the gang.","['Action', 'Crime', 'Thriller']"
Tabaahi,"When honest Thanedar Harnek Singh comes to know that Mantri Balwant Singh is involved in drug trafficking, he decides to expose him at any and all costs. Despite of veiled threats to him ... See full summary »","['Action', 'Crime', 'Drama']"
Vanishing Act,Local magician from North Korea to perform in the US in humanitarian efforts that bring injustice with the hope that the film will help galvanize the relationship between the two nations.,"['Documentary', 'Action']"
The Tsunami Warrior,"As sea pirates threaten to invade their kingdoms, three queens of Langkasuka must band together to defend their lands and peoples.","['Action', 'Adventure', 'Fantasy']"
None,"Two boys throw a party while their parents are away in L.A., the next morning one of the boys is gone. The other boy then goes into a roller coaster of emotions, and sets fourth on a deadly... See full summary »","['Action', 'Drama', 'Mystery']"
Sword of the Assassin,"Nguyen Vu is the sole survivor of his family who was executed by the empress of Vietnam. Upon discovering that his family may have been framed for crimes they did not commit, he sets out to bring justice and clear his family name.","['Action', 'Drama', 'History']"
Zahreela,"Arun Dev did not know that one night a small empty tin can would not only change the pattern of his life but would also bring his wife Nisha, his sister Pooja and his friend Kartar Singh to... See full summary »",Action
Rain Rain Come Again,A professor who is a devotee of Satan tries to add his students into his religion,"['Action', 'Crime', 'Thriller']"
Silaw,"Six unsuspecting teens are camping on the site of Mt. Lihim ng Aguila when they trip into a missile silo controlled by a demented, disgruntled, dishonorably discharged ex-general of the ... See full summary »","['Adventure', 'Action', 'Thriller']"
Maniacts,"Two serial killers meet and fall in love in an asylum for the criminally insane. Upon escaping their corrupt captors, they flee to the country to try and lead a happy, normal life. ... See full summary »","['Action', 'Comedy', 'Drama']"
Stolen,"When an ex-military officers daughter is taken on holiday in South Africa, she has to rely on her old skills to seek revenge on the captors and there is no end to a mothers love.",Action
The Gentleman,"Vijay runs a small business and is also a master thief who is wanted by the cops. But, his motive for committing theft is to build a school where students can get free education and become professionals in their field.","['Action', 'Drama']"
Sayonee,"When the fiance of national shooting gold medalist Rajdeep Randhava goes missing in Russia, he must put his life at stake and take on conjuring gypsies, corrupt indo-eruo cops, pythoned ... See full summary »","['Action', 'Musical', 'Romance']"
Toxica,"An injured stunt woman is infected by an ancient biological compound, when a side job as a PI goes wrong.","['Action', 'Horror', 'Mystery']"
Surge of Power: Doctor Who Tribute,"A parody celebrating over 50 years of Doctor Who that pokes light-hearted fun at some of the most charming tropes in Doctor Who, with cameo appearances from over 25 Doctor Who actors representing every era.","['Action', 'Adventure', 'Sci-Fi']"
The Avenging Quartet,A female Chinese cop teams up with a lady kung-fu master to stop two female Japanese gangsters from stealing a valuable painting.,Action
"Ride Him, Cowboy","John Drury saves Duke, a wild horse accused of murder, and trains him. When he discovers that the real murderer, a bad guy known as The Hawk, is the town's leading citizen, Drury arrested on a fraudulent charge.","['Action', 'Romance', 'Western']"
Kunoichi ninpô-chô III: Higi densetsu no kai,"The government is worried that the Emperor will have no children because he can't get an erection. The female ninjas try to find a sacred book that will help him, but they face a stiff challenge.","['Action', 'Comedy', 'Fantasy']"
Insaaf Kaun Karega,"Jageera Singh has always lived a life of crime, drinking alcohol, and frequenting brothels, although he is married to pregnant Laxmi and has a son named Vikram. On the day of Laxmi's ... See full summary »","['Action', 'Drama']"
Bhai Bhai,"Deep Sharma lives a very poor lifestyle with his widowed mom, Radha, and a younger brother, Ashok, who he would like to become a Judge. Unable to fend for themselves in the small town, Deep... See full summary »","['Action', 'Drama', 'Family']"
Valley of the Sun,"In the Arizona Territory of 1868, a fugitive army scout and a crooked Indian Agent lock horns over the treatment of the cheated Natives and over the affections of a local beauty.","['Action', 'Romance', 'Western']"
The GoodTimesKid,"Hoping to improve his life, the temperamental Rodolfo Cano enlists in the Army. But when another Rodolfo Cano receives his sign-up orders, the two Rodolfos' lives collide - with the first Rodolfo's girlfriend adding to the confusion.","['Action', 'Comedy']"
Son of the Jungle,"Orphaned as a small child, Raja has been living among the animals of the jungle with no knowledge of what love means.","['Action', 'Fantasy']"
Wanted Johnny Texas,Johnny Texas is recruited by the U.S. Army to find a safe passage for a wagon train and impatient settlers to the West.,"['Action', 'Adventure', 'Crime']"
Mission to Rescue,"Along the Kenya- Somali border, the Kenya Special Operations Forces who are training for their next mission receive word that the Assistant County Commissioner and two others have been ... See full summary »","['Action', 'Thriller']"
Fearless Hero,"The film tells the story of how an ordinary police officer can fight with criminals, combat criminal offenses, protect people's lives and property, and maintain social stability.",Action
Spy Girl,Go-Bong has a huge crush on Gye-Soon who works at a fast food restaurant without knowing that the girl he love is a spy from North Korea.,"['Action', 'Comedy', 'Romance']"
The Queen of the Pirates,"In the 16th century, a sea captain and his daughter escape a false by running away to become pirates.","['Action', 'Adventure', 'History']"
The White Raven,A journalist evades pursuers as he ponders a riddle disclosing the whereabouts of a spectacular diamond.,"['Action', 'Crime', 'Thriller']"
Channeling,A drama centered on people who seek validation by broadcasting their lives to as big an audience as possible.,"['Action', 'Mystery', 'Sci-Fi']"
Yokai Monsters: Along with Ghosts,The murder of an old man on sacred grounds provokes the intervention of vengeful yôkai (Japanese spirits.),"['Action', 'Horror', 'Mystery']"
Counting Bullets,"One of 12 westerns in 12 months, Counting Bullets tells the story of a small group of cavalry soldiers who are pinned down in a canyon by the enemy. Over the course of a few days, they are ... See full summary »","['Action', 'Western']"
Game Therapy,"A man tries to cure his friend of his video-game obsession by using a virtual reality machine. When the device traps his friend in a virtual world, he goes in to help him fight for his life.","['Action', 'Comedy', 'Sci-Fi']"
Shuto Konsoku Trial,"Street racers challenge each other to exceed the current speed record held by the F1 racer. However, in order to break the record of the Shuto Expressway, you need to have ""luck"" in ... See full summary »","['Adventure', 'Action']"
Contract Killers,"Double-crossed by those he trusted the most, a newbie government hit man discovers that he's the target for the world's most dangerous assassin and so begins a ruthless game of kill first or be killed.","['Action', 'Crime', 'Thriller']"
Kindar the Invulnerable,"An evil desert bandit kidnaps the son of a sultan and raises him as his own. It turns out that the son has magic powers and is invincible. Years later, as a young man, he falls in love with... See full summary »","['Action', 'Adventure', 'Mystery']"
The Sword with No Name,A Joseon dynasty bounty hunter becomes the body guard of the queen he secretly loves.,"['Action', 'Drama', 'History']"
Edward Enderby,"A heartbreaking story of friendship, love and loss in WW2, this is one man's journey from idealistic young Spitfire pilot to traumatized veteran of Malta and Italy. 50 years on he embarks on a painful quest for truth, hope, and redemption.","['Action', 'War']"
KontrAdiksyon,KONTRADIKSYON (Contradiction) or Kontra-Adiksyon (Contra-addiction) is a complex and dramatic socio-political action thriller with issues that starts out local and escalates to national and... See full summary »,Action
Andha Oru Nimidam,"Kamal comes forward to represent Vasanthi's grandfather on charges of murder. The elder man was framed by his employer, Mr. Rajshekhar, who had killed his own partner. Kamal comes to know ... See full summary »","['Action', 'Crime', 'Drama']"
Sukeban gerira,"Members of the Red Helmet biker girl gang wind up in Kyoto, where they get into conflict with other girl gangs and local yakuza thugs.",Action
Raiders of the Sun,"In a post-apocalyptic future, a commando named Brodie must defend the only village that still has gunpowder from a ruthless gang of raiders led by Clay, a traitor who plans to use the deadly powder to conquer the democratic Alpha League.","['Action', 'Adventure', 'Sci-Fi']"
The Lazarus Papers,"""In the deep jungles of South East Asia a blood thirsty mercenary Sebastian, hunts for the thrill of the chase and victims to sell into slavery. In one operation he kills a peaceful local ... See full summary »","['Action', 'Crime', 'Drama']"
Kamen Rider Heisei Generations Forever,"As their ""companions"" lose their memories, Sougo Tokiwa and Sento Kiryu find that an enemy has appeared in the Kuriogatake mountain.","['Action', 'Adventure', 'Fantasy']"
Tokyo Mafia: Battle for Shinjuku,"When Ginya Yabuki was left for dead by his Organization , he comes back from Exile and is out for Revenge and plan to build a bigger Crime Organization The ""Tokyo Mafia"".","['Action', 'Crime', 'Drama']"
James Batman,"An evil syndicate is set to conquer the world, and the mission is to stop them from fulfilling their vicious plans. The consequences of their failure may mean the destruction of all ... See full summary »","['Sci-Fi', 'Comedy', 'Action']"
Red Light Green Light,"Seven college students are forced to compete in children's games for survival. With their futures unclear, the secrets of their pasts are revealed.","['Action', 'Horror', 'Mystery']"
Moon Child,"The story of love and friendship on the harsh streets of 2014 Mallepa, a small corner in Asia.","['Action', 'Drama', 'Sci-Fi']"
Glamorama,"Victor Ward, a model in 1990's Manhattan is seen and photographed everywhere, even in places he hasn't been and with people he doesn't know. He's living with a beautiful model and having an... See full summary »","['Action', 'Comedy', 'Drama']"
Sanshiro Sugata,"The story of Sanshiro Sugata, a young man who wants to learn the new art of judo. A wise teacher reveals to Sanshiro that judo is not merely a means of combat nor a demonstration of ... See full summary »","['Action', 'Drama']"
Shades of Gray,A beautiful LAPD sketch artist moves back to her hometown in order to forget her past.,"['Action', 'Thriller']"
Lost in Hong Kong,"The film follows Xu Lai, a former artist whose dreams were dashed when the responsibilities of life set in. With his life now revolving around his wife Cai Bo who is obsessed with having ... See full summary »","['Action', 'Adventure', 'Comedy']"
Desert Battle,A small group of British and German soldiers is trapped in the desert and has to try to work together in order to survive back to their own lines.,"['Action', 'Drama', 'War']"
Delta Force Commando II: Priority Red One,"This brillant action packed sequel once again centers upon the courageous exploits of a secret, elite cadre of American jet fighters fighting to keep the world safe from communism and ... See full summary »","['Action', 'Thriller']"
Aerosol,Graffiti artist Tren and his girlfriend Drama are a young couple who spend their lives in a nightclub where they dance-fight with other crews. The world around them is full of drugs and violence. What does destiny hold for them?,"['Action', 'Drama', 'Music']"
Hello Brother,A quiet and mature man meets with his twin - who is exactly his opposite.,"['Action', 'Comedy', 'Drama']"
Ninja: Silent Assassin,"When police officer Alvin loses both his star witness and his wife to drug kingpin (and ninja assassin) Rudolph, he vows to get revenge. Travelling to Hong Kong, hot on Rudolph's trail, he ... See full summary »",Action
Inner City Rats,"Black market gun deals, petty scams, convenience store stick-ups, and drug-fueled parties reveal glimpses into the lives of young misfits and low level criminals across New York City.","['Action', 'Comedy', 'Crime']"
Dragonwolf,"The Devil's Cauldron, a city where depravity and violence has forged a society in which only the lethal and callous can survive, two young men who possess the intellect and ferocity to ... See full summary »",Action
Her Jungle Love,"While searching the South Pacific for a missing aviator, Bob Mitchell and Jimmy Wallace are caught in a typhoon and crack up on an island, escaping unharmed with the aid of beautiful jungle... See full summary »","['Action', 'Adventure', 'Music']"
Commando,"When terrorists seize control of a plane carrying the Vice President, the government covers it up and tries to bury it. Believing his son is still alive, ex Green Beret Commando Steve Doric... See full summary »",Action
Thadayam Mudhal Adhyayam,One of the crime scene turns out to be intriguing for the cop Mathivaanan which links to the series of previous murders with same pattern in the town. Further probing leads him into ... See full summary »,"['Action', 'Thriller']"
Ang syota kong balikbayan,"Da King Fernando Poe Jr. stars as a jeepney driver that sparks a romance with a spoiled balikbayan heiress, played by beauty queen Anjanette Abayari. But when an evil man is after her wealth, their lives are at stake.","['Action', 'Comedy', 'Romance']"
City Hunter: .357 Magnum,"If Shinjuku's the place, then City Hunter is on the case! In this exciting adventure, Ryo and Kaori find themselves on a 'missing persons' case that could somehow be related to the national... See full summary »","['Animation', 'Action', 'Comedy']"
Klyuch salamandry,"On a remote island in Southeast Asia, a team of scientists, studying the regenerative properties of the salamander, discovers what their Bangkok headquarters refer to as ""The Priceless Gift... See full summary »",Action
Act of Valor 2,"Follow-up to the 2012 film, 'Act of Valor'.","['Action', 'Thriller', 'War']"
Wild Youth,Three teenage criminals break out of juvenile prison and head south to Mexico.,"['Action', 'Crime', 'Drama']"
Bedardi,"Mumbai-based Saxena family consists of Professor Nirbhay, his wife, Preeti, their school-going daughter, Ritu; Nirbhay's college-going brother and sister, Vijay and Suman respectively. ... See full summary »","['Action', 'Crime']"
Litvyak,"Lydia Litvyak, a Soviet fighter pilot. Ace. Hero. She holds first place in the women fighter pilots ranking. On the first of August 1943, Litvyak was almost 22 years old. That day her plane took off for the last time.","['Action', 'Drama', 'History']"
Forbidden Jungle,"A hunter is hired to take an expedition deep into the African jungle to search for a white boy lost in a plane crash years before, and who has been rumored to be living among the wild animals.","['Action', 'Adventure', 'Drama']"
Legend of the Roller Blade Seven,"In a post-apocalyptic world where rollerblading is the chief means of travel, the evil Pharoah sends his minions outside the Wheel Zone to abduct a psychic. The psychic has been trained in ... See full summary »","['Action', 'Sci-Fi']"
Billa No. 786,Billa No 786 is the story of Shankar who had promised his dying mother that he would marry her friends daughter Pinky and thus fulfill her dream. After his mother's death along with sister ... See full summary »,Action
